vote_2020,vote_intention,registration,age,gender,education,state,household_income,agegroup,race
Joe Biden,"Yes, I will vote",Registered,31,Male,High school graduate,MO,"$45,000 to $49,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,18,Male,High school graduate,CO,"$200,000 to $249,999",20 or less,White
Donald Trump,"Yes, I will vote",Registered,66,Male,"Completed some college, but no degree",PA,"$20,000 to $24,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,43,Male,Doctorate degree,NH,"$200,000 to $249,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,37,Male,"College Degree (such as B.A., B.S.)",VA,"$250,000 and above",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,44,Male,"College Degree (such as B.A., B.S.)",NC,"$35,000 to $39,999",35 to 50,Other race
Joe Biden,"Yes, I will vote",Registered,54,Male,High school graduate,VA,"$35,000 to $39,999",50 to 65,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,69,Male,"Completed some college, but no degree",FL,"Less than $14,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,66,Female,"Completed some college, but no degree",NE,"$25,000 to $29,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,42,Male,Masters degree,CA,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,66,Female,Completed some high school,OR,"$20,000 to $24,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,77,Female,"College Degree (such as B.A., B.S.)",NJ,"$100,000 to $124,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,44,Female,"College Degree (such as B.A., B.S.)",PA,"$60,000 to $64,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,75,Male,"College Degree (such as B.A., B.S.)",WA,"$95,000 to $99,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,35,Male,"College Degree (such as B.A., B.S.)",FL,"$60,000 to $64,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,32,Male,Completed some high school,CA,"$65,000 to $69,999",21 to 35,other asian or pacific islander
Donald Trump,"Yes, I will vote",Registered,45,Male,Masters degree,CA,"$100,000 to $124,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,53,Female,High school graduate,AZ,"$50,000 to $54,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Masters degree,NY,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,38,Female,Completed some high school,TX,"Less than $14,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,28,Female,"Completed some college, but no degree",TX,"$30,000 to $34,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,67,Male,Masters degree,FL,"$70,000 to $74,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,44,Female,"Completed some college, but no degree",CA,"$40,000 to $44,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,57,Male,High school graduate,CO,"Less than $14,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,24,Male,"Completed some college, but no degree",FL,"$70,000 to $74,999",21 to 35,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,65,Female,"Completed some college, but no degree",MD,"$60,000 to $64,999",50 to 65,White
Donald Trump,Not sure,Registered,51,Female,"Completed some college, but no degree",KY,"$35,000 to $39,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,20,Female,Associate Degree,NY,"Less than $14,999",20 or less,White
Donald Trump,"Yes, I will vote",Registered,32,Female,"College Degree (such as B.A., B.S.)",CA,"$150,000 to $174,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,42,Male,"Completed some college, but no degree",NC,"$35,000 to $39,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,55,Male,Doctorate degree,OH,"$45,000 to $49,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,20,Female,"Completed some college, but no degree",TX,"$35,000 to $39,999",20 or less,Other race
Joe Biden,"Yes, I will vote",Registered,52,Male,"Completed some college, but no degree",CA,"$20,000 to $24,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,40,Male,High school graduate,NC,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,54,Male,"College Degree (such as B.A., B.S.)",IA,"$150,000 to $174,999",50 to 65,White
Joe Biden,Not sure,Registered,55,Female,"College Degree (such as B.A., B.S.)",CA,"$60,000 to $64,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,78,Male,High school graduate,GA,"$30,000 to $34,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,54,Female,High school graduate,AZ,"$30,000 to $34,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,37,Female,"Completed some college, but no degree",SC,"Less than $14,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,76,Male,Associate Degree,OH,"$75,000 to $79,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,41,Male,Masters degree,VA,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,71,Male,"Completed some college, but no degree",IN,"Less than $14,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Masters degree,GA,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,69,Female,High school graduate,MA,"$125,000 to $149,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,43,Female,"College Degree (such as B.A., B.S.)",MD,"$175,000 to $199,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,37,Female,High school graduate,OH,"$55,000 to $59,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,35,Male,Masters degree,NC,"$250,000 and above",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,21,Female,"College Degree (such as B.A., B.S.)",WI,"Less than $14,999",21 to 35,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,25,Female,High school graduate,IL,"Less than $14,999",21 to 35,"Black, or African American"
Joe Biden,Not sure,Registered,35,Female,Completed some high school,HI,"$25,000 to $29,999",21 to 35,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,32,Male,"Completed some college, but no degree",CA,"$45,000 to $49,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,35,Female,Masters degree,NY,"$100,000 to $124,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Doctorate degree,CA,"$200,000 to $249,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,43,Male,Completed some high school,MO,"$25,000 to $29,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,51,Female,"College Degree (such as B.A., B.S.)",MI,"$200,000 to $249,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,31,Male,"College Degree (such as B.A., B.S.)",NY,"$45,000 to $49,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,28,Female,"Completed some college, but no degree",FL,"$50,000 to $54,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,18,Female,High school graduate,NV,"Less than $14,999",20 or less,Other race
Joe Biden,"Yes, I will vote",Registered,28,Female,"Completed some college, but no degree",NC,"$30,000 to $34,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,57,Male,Masters degree,MS,"$200,000 to $249,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,65,Male,"Completed some college, but no degree",MI,"$30,000 to $34,999",50 to 65,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,59,Female,Associate Degree,AZ,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,20,Female,"Completed some college, but no degree",MI,"$90,000 to $94,999",20 or less,White
Joe Biden,"Yes, I will vote",Registered,29,Male,Masters degree,CA,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,63,Female,"Completed some college, but no degree",IL,"$65,000 to $69,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,73,Male,Masters degree,CA,"$85,000 to $89,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,25,Male,Associate Degree,FL,"$25,000 to $29,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,18,Male,Completed some high school,CA,"$100,000 to $124,999",20 or less,Other race
Joe Biden,"Yes, I will vote",Registered,23,Female,"Completed some college, but no degree",TX,"$125,000 to $149,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,44,Male,"College Degree (such as B.A., B.S.)",TX,"$60,000 to $64,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,54,Female,"Completed some college, but no degree",IN,"$30,000 to $34,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,36,Male,"Completed some college, but no degree",FL,"$55,000 to $59,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,44,Male,"College Degree (such as B.A., B.S.)",MN,"$75,000 to $79,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,19,Female,"Completed some college, but no degree",FL,"$90,000 to $94,999",20 or less,White
Donald Trump,"Yes, I will vote",Registered,34,Male,"Completed some college, but no degree",WV,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,69,Male,Associate Degree,KS,"Less than $14,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,25,Female,"College Degree (such as B.A., B.S.)",CA,"$20,000 to $24,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,70,Female,High school graduate,KY,"$15,000 to $19,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,19,Female,"Completed some college, but no degree",TX,"$250,000 and above",20 or less,White
Donald Trump,"Yes, I will vote",Registered,65,Male,High school graduate,PA,"$70,000 to $74,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,66,Male,High school graduate,OH,"$80,000 to $84,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,42,Male,Masters degree,NJ,"$250,000 and above",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,30,Male,High school graduate,WV,"$25,000 to $29,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,40,Female,Associate Degree,PA,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,52,Female,"Completed some college, but no degree",NC,"$95,000 to $99,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,40,Male,"College Degree (such as B.A., B.S.)",VA,"$60,000 to $64,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Masters degree,NY,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,40,Male,"College Degree (such as B.A., B.S.)",CA,"$125,000 to $149,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,74,Female,"College Degree (such as B.A., B.S.)",VA,"$250,000 and above",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,49,Male,High school graduate,IL,"Less than $14,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,45,Male,"College Degree (such as B.A., B.S.)",NC,"$60,000 to $64,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,41,Male,Masters degree,FL,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,34,Female,"College Degree (such as B.A., B.S.)",TX,"$125,000 to $149,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,50,Female,Doctorate degree,MA,"$50,000 to $54,999",35 to 50,Chinese
Donald Trump,"Yes, I will vote",Registered,69,Female,High school graduate,GA,"$25,000 to $29,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,39,Male,Associate Degree,NY,"$100,000 to $124,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,45,Female,High school graduate,KY,"$45,000 to $49,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,77,Male,"Completed some college, but no degree",AZ,"$70,000 to $74,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,49,Male,Masters degree,NY,"$50,000 to $54,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,71,Female,"Completed some college, but no degree",FL,"$100,000 to $124,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,39,Male,High school graduate,TX,"$40,000 to $44,999",35 to 50,White
Donald Trump,Not sure,Registered,22,Female,"College Degree (such as B.A., B.S.)",TX,"$90,000 to $94,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,36,Male,High school graduate,WI,"$15,000 to $19,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,35,Male,Doctorate degree,FL,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,20,Male,"College Degree (such as B.A., B.S.)",CA,"$60,000 to $64,999",20 or less,White
Joe Biden,"Yes, I will vote",Registered,34,Male,"College Degree (such as B.A., B.S.)",FL,"$70,000 to $74,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,20,Female,"College Degree (such as B.A., B.S.)",CT,"$100,000 to $124,999",20 or less,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,34,Male,"College Degree (such as B.A., B.S.)",NC,"$85,000 to $89,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,26,Female,"College Degree (such as B.A., B.S.)",CA,"$20,000 to $24,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,62,Female,"Completed some college, but no degree",CA,"$150,000 to $174,999",50 to 65,White
Donald Trump,Not sure,Registered,45,Male,High school graduate,IA,"$50,000 to $54,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,39,Female,Masters degree,NJ,"$50,000 to $54,999",35 to 50,other asian or pacific islander
Donald Trump,"Yes, I will vote",Registered,39,Male,High school graduate,UT,"Less than $14,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,29,Female,"College Degree (such as B.A., B.S.)",CA,"$50,000 to $54,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,68,Male,Associate Degree,CT,"$40,000 to $44,999",65 to 80,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,46,Female,"College Degree (such as B.A., B.S.)",NV,"$55,000 to $59,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,21,Female,"Completed some college, but no degree",MN,"$25,000 to $29,999",21 to 35,White
Joe Biden,Not sure,Registered,20,Male,"College Degree (such as B.A., B.S.)",CA,"$15,000 to $19,999",20 or less,White
Joe Biden,"Yes, I will vote",Registered,62,Female,"College Degree (such as B.A., B.S.)",KY,"Less than $14,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,18,Female,High school graduate,CA,"$25,000 to $29,999",20 or less,White
Donald Trump,"Yes, I will vote",Registered,42,Male,"College Degree (such as B.A., B.S.)",NY,"$200,000 to $249,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,29,Female,"College Degree (such as B.A., B.S.)",FL,"$35,000 to $39,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,84,Male,"College Degree (such as B.A., B.S.)",TX,"$60,000 to $64,999",above 80,White
Donald Trump,"Yes, I will vote",Registered,45,Female,"College Degree (such as B.A., B.S.)",CA,"$80,000 to $84,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,26,Female,"College Degree (such as B.A., B.S.)",OR,"$30,000 to $34,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,30,Male,"College Degree (such as B.A., B.S.)",NJ,"$100,000 to $124,999",21 to 35,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,29,Female,"College Degree (such as B.A., B.S.)",CA,"$75,000 to $79,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,66,Female,"College Degree (such as B.A., B.S.)",CA,"$25,000 to $29,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,52,Male,"Completed some college, but no degree",SC,"$40,000 to $44,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,72,Male,"College Degree (such as B.A., B.S.)",TX,"$25,000 to $29,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,62,Female,"Completed some college, but no degree",TX,"$30,000 to $34,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,64,Male,High school graduate,AZ,"$20,000 to $24,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,35,Male,Doctorate degree,IN,"$150,000 to $174,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,29,Female,High school graduate,NJ,"$25,000 to $29,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,31,Female,"College Degree (such as B.A., B.S.)",CA,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,73,Female,"College Degree (such as B.A., B.S.)",NC,"$95,000 to $99,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,51,Male,"College Degree (such as B.A., B.S.)",CA,"$250,000 and above",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,34,Female,Associate Degree,LA,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,71,Male,Masters degree,MT,"$45,000 to $49,999",65 to 80,White
